7.57883e-005,3.95349e-006,0.4995,0.592593,0.1875,0.00206809,0.0203028,0,0.666667,
2.42089e-005,1.32705e-005,0.416667,0.592593,0.1875,0.00506371,0.00264868,1,0.666667,
1.87349e-005,1.15026e-005,0.25,0.592593,0.1875,0.00133426,0.00777919,0,0.333333,
1.10348e-005,6.59867e-006,0.4995,0.592593,0.1875,0.00213741,0.00286023,1,1,
7.81411e-006,2.77375e-006,0.4995,0.592593,0.1875,0.000760224,0.00569457,0,0.666667,
1.0281e-005,3.97061e-006,0.4995,0.592593,0.1875,0.00257644,0.00221074,0,0.666667,
9.90774e-006,6.82171e-006,0.4995,0.592593,0.1875,0.00249095,0.0022036,0,0.666667,
1.27711e-005,8.51925e-006,0.4995,0.592593,0.1875,0.00304321,0.00232497,0,0.666667,
2.32227e-005,1.20769e-005,0.4995,0.592593,0.1875,0.00276592,0.00465153,0,1,
0.000208281,7.64019e-006,0.5,0.592593,0.1875,0.00352724,0.0327143,1,0.666667,
5.12268e-005,1.82301e-005,0.25,0.592593,0.1875,0.00309788,0.00916128,1,0.333333,
1.87238e-005,1.29476e-005,0.4,0.592593,0.1875,0.00207756,0.00499301,0,0.666667,
1.93659e-005,7.21171e-006,0.4995,0.592593,0.1875,0.00207964,0.00515907,0,0.333333,
4.86803e-006,3.62476e-006,0.3996,0.592593,0.1875,0.00207964,0.00129685,0,0.666667,
0.000156257,1.08812e-005,0.4995,0.592593,0.1875,0.00207964,0.0416268,0,0.666667,
1.7965e-005,9.18118e-006,0.4995,0.592593,0.1875,0.00207964,0.00478588,1,0.666667,
1.92661e-005,1.19506e-005,0.4995,0.592593,0.1875,0.00346607,0.0030795,1,0.666667,
3.02624e-005,1.4654e-005,0.4995,0.592593,0.1875,0.00208195,0.00805295,1,0.333333,
1.86811e-005,5.33238e-006,0.4,0.592593,0.1875,0.00207756,0.00498164,1,0.666667,
1.11325e-005,6.84731e-006,0.25,0.592593,0.1875,0.00138504,0.00445301,1,0.333333,
0.000135587,5.41612e-006,0.4995,0.592593,0.1875,0.00207964,0.0361203,1,1,
8.11938e-005,3.36866e-005,0.4995,0.592593,0.1875,0.00207964,0.02163,0,0.333333,
2.39152e-005,8.78529e-006,0.4995,0.592593,0.1875,0.0019202,0.00690002,1,0.333333,
4.10457e-005,2.70733e-005,0.4995,0.592593,0.1875,0.00326504,0.0069647,0,0.333333,
4.2669e-006,2.52011e-006,0.4995,0.592593,0.1875,0.000769468,0.00307217,0,0.666667,
5.3025e-005,2.45522e-005,0.4995,0.592593,0.1875,0.00207733,0.0141416,1,0.333333,
1.85475e-005,9.01096e-006,0.4995,0.592593,0.1875,0.00207964,0.00494106,0,0.333333,
1.86072e-005,8.44509e-006,0.4995,0.592593,0.1875,0.00207964,0.00495695,1,0.666667,
5.644e-005,3.31223e-005,0.4995,0.592593,0.1875,0.00207733,0.0150524,1,1,
0.000101023,6.39636e-006,0.4995,0.592593,0.1875,0.00207964,0.0269125,0,1,
0.000165945,0.00010152,0.4995,0.592593,0.1875,0.0156736,0.00586568,0,0.333333,
0.000188789,0.000135881,1,0.888889,0.28125,0.0207745,0.00503465,1,0.666667,
0.000165957,7.63363e-005,1,0.888889,0.28125,0.0207745,0.00442576,0,0.666667,
0.000578333,3.93408e-005,1,0.888889,0.28125,0.0207745,0.0154231,1,0.333333,
0.000336289,0.000143282,1,0.888889,0.28125,0.0207745,0.0089682,1,0.333333,
